uid,NumberOfFollowers,NumberOfFollowing,NumberOfTweets,Label,Screen Name,Name
1130403487,13,278,19,Content Polluter,MitchellHolt3,Mitchell Holt
1130409716,16,275,24,Content Polluter,JeaneneKirby,Jeanene Kirby
1130415098,13,256,19,Content Polluter,YasmineLang,Yasmine Lang
1130419537,13,258,25,Content Polluter,CharlenaGibson,Charlena Gibson
1130458686,11,205,17,Content Polluter,TraceyShort8,Tracey Short
1130485616,8,234,13,Content Polluter,MaddieBest3,Maddie Best
1130518314,19,259,19,Content Polluter,AileneBerry1,Ailene Berry
1130522202,14,266,19,Content Polluter,MeghannFrederic,Meghann Frederick
1130534586,13,267,19,Content Polluter,EddieHayes16,Eddie Hayes
1130534930,10,266,22,Content Polluter,DaleCoo45526192,Dale Cook
1130535104,7,271,20,Content Polluter,ZenaidaMorton,Zenaida Morton
1130538576,6,220,24,Content Polluter,CarterLe1,Carter Le
1130539062,21,237,20,Content Polluter,EusebiaDoyle,Eusebia Doyle
1130543052,9,269,21,Content Polluter,AlineSteele10,Aline Steele
1130546598,13,258,25,Content Polluter,LenMartin4,Len Martin
1130549228,9,234,21,Content Polluter,MicaHewitt1,Mica Hewitt
1130557500,7,252,26,Content Polluter,NadiaVelez5,Nadia Velez
1130570449,8,225,17,Content Polluter,SerafinaRobinso,Serafina Robinson
1130581675,15,260,23,Content Polluter,GlenWong4,Glen Wong
1130623285,7,271,22,Content Polluter,NenaSimon1,Nena Simon
1174317492,11,201,20,Content Polluter,BeadleswdTony,Tony Beadle
1174318656,14,183,21,Content Polluter,GriffithqgxMarc,Marcella Griffith
1174321254,12,205,20,Content Polluter,MunrosxaAida,Aida Munro
1174322688,13,206,16,Content Polluter,VickersyztTandy,Tandy Vickers
1174330058,7,188,14,Content Polluter,JudkinshtqLorre,Lorretta Judkins
1174330140,11,215,19,Content Polluter,FalklivAurora,Aurora Falk
1174330976,6,185,14,Content Polluter,CollettesqkRhon,Rhonda Collette
1174331114,6,175,12,Content Polluter,WhitenerzgqArde,Ardella Whitener
1174331750,8,216,23,Content Polluter,HoughtalingfdlH,Heidi Houghtaling
1174332248,14,218,17,Content Polluter,KovacsfleAnneli,Anneliese Kovacs
1174332702,13,233,22,Content Polluter,TwomeyagzSvetla,Svetlana Twomey
1174333064,7,216,24,Content Polluter,LuciaqrdTwana,Twana Lucia
1174334636,11,189,21,Content Polluter,ErvinybzTaunya,Taunya Ervin
1174335446,13,193,18,Content Polluter,BoyesifrFairy,Fairy Boyes
1174336873,8,191,15,Content Polluter,NoltebutPalma,Palma Nolte
1174337233,13,209,18,Content Polluter,GrijalvaqosJoel,Joella Grijalva
1174338175,8,191,22,Content Polluter,MccowanezvNadin,Nadine Mccowan
1174341054,9,206,23,Content Polluter,HumphreystkqAli,Alita Humphreys
1174341847,8,216,22,Content Polluter,NapperkhaLaila,Laila Napper
1174342740,10,201,19,Content Polluter,BurleypbfEdward,Edward Burley
1174345260,3,162,21,Content Polluter,GriggpcrTrudi,Trudi Grigg
1174346100,13,207,19,Content Polluter,SchadevtvDorie,Dorie Schade
1174349246,8,196,16,Content Polluter,CahoontcqMelani,Melanie Cahoon
1174352293,5,213,26,Content Polluter,ChildgnrDelana,Delana Child
1174352306,11,216,16,Content Polluter,BaylesuerChere,Chere Bayles
1174354111,7,214,20,Content Polluter,PapadstTheressa,Theressa Papa
1174357212,3,181,17,Content Polluter,BurgesssvfFelic,Felicia Burgess
1174357490,11,204,18,Content Polluter,FrankelronAlayn,Alayna Frankel
1174357622,9,190,17,Content Polluter,FastnpdLouvenia,Louvenia Fast
1174357974,11,208,16,Content Polluter,ValdezhrwFumiko,Fumiko Valdez
1174359487,12,173,18,Content Polluter,ZirkleybpLeora,Leora Zirkle
1174360562,0,0,0,Content Polluter,DriverstqVickey,Vickey Driver
1174361588,12,223,18,Content Polluter,FearsyahMalena,Malena Fears
1174366058,9,179,15,Content Polluter,LopezgszNohemi,Nohemi Lopez
1174366548,12,190,22,Content Polluter,GallanthduJaimi,Jaimie Gallant
1174367258,12,186,19,Content Polluter,GageljyKim,Kim Gage
1174367996,5,193,15,Content Polluter,EsquivelhhnAdin,Adina Esquivel
1174372298,10,211,15,Content Polluter,EngstromvdsChri,Christel Engstrom
1174373569,4,200,15,Content Polluter,BirdsongdpcEna,Ena Birdsong
1174374654,8,208,24,Content Polluter,RuelasjuwAmber,Amber Ruelas
1174379054,12,196,22,Content Polluter,DahlrqwKimbery,Kimbery Dahl
1174379509,8,183,19,Content Polluter,HeilmansgvSelen,Selena Heilman
1174382539,13,210,20,Content Polluter,ArchibaldyfiTaw,Tawny Archibald
1174383524,9,195,17,Content Polluter,DestefanokqxBri,Britteny Destefano
1174387664,17,193,18,Content Polluter,BareladrnJanell,Janelle Barela
1174394299,13,198,24,Content Polluter,BoldenylcMagda,Magda Bolden
1174395410,11,187,16,Content Polluter,MonahanyrrKevin,Kevin Monahan
1174396243,11,162,16,Content Polluter,McqueenhxrGarne,Garnet Mcqueen
1174396562,7,204,23,Content Polluter,GillgwtCarole,Carole Gill
1174397630,8,196,23,Content Polluter,HallockeixPerry,Perry Hallock
1174398458,19,213,22,Content Polluter,RhodesesbBuffy,Buffy Rhodes
1174399688,5,170,15,Content Polluter,TrowbridgecgrMa,Marketta Trowbridge
1174400497,16,215,17,Content Polluter,SturgisuwjNatis,Natisha Sturgis
1174402410,8,181,19,Content Polluter,PersongkiNeriss,Nerissa Person
1174402488,11,213,15,Content Polluter,CornlwuBeverlee,Beverlee Corn
1174403390,13,183,25,Content Polluter,MontenegrogzgAn,Annetta Montenegro
1174403612,12,176,18,Content Polluter,SwindellqhdDony,Donya Swindell
1174407720,6,208,15,Content Polluter,LydonstqGilbert,Gilberte Lydon
1174409298,6,198,18,Content Polluter,HashpnzRosalia,Rosalia Hash
1174410324,11,199,18,Content Polluter,QuirkkxyManuela,Manuela Quirk
1174410596,10,209,15,Content Polluter,HickersonttjMay,Maybelle Hickerson
1174411070,7,180,18,Content Polluter,RosappaJoel,Joel Rosa
1174412929,11,191,19,Content Polluter,SchnellvijPenel,Penelope Schnell
1174413146,6,199,16,Content Polluter,ParsoncwlVivien,Vivienne Parson
1174413920,9,195,19,Content Polluter,BulterqzySade,Sade Bulter
1174414201,6,203,17,Content Polluter,GilleylczBettya,Bettyann Gilley
1174414464,6,194,18,Content Polluter,RandleeycAlise,Alise Randle
1174417388,9,187,20,Content Polluter,QuinnsawArlena,Arlena Quinn
1174417476,11,176,14,Content Polluter,ConoveruwiOscar,Oscar Conover
1174418749,10,192,24,Content Polluter,GreenwaydodGayn,Gaynelle Greenway
1174420022,7,196,21,Content Polluter,OrozcocxlLatici,Laticia Orozco
1174420404,8,191,18,Content Polluter,PeaveyonqJaquel,Jaqueline Peavey
1174420830,6,218,18,Content Polluter,SpannflqBerna,Berna Spann
1174425121,7,199,19,Content Polluter,CornejotzjKrist,Kristle Cornejo
1174425702,8,213,18,Content Polluter,ParrettdgwSadie,Sadie Parrett
1174427628,17,217,21,Content Polluter,SchalleralyDebb,Debbie Schaller
1174429087,6,196,24,Content Polluter,MccreadyephCiar,Ciara Mccready
1174429314,12,194,20,Content Polluter,MazzonegrjTempi,Tempie Mazzone
1174430569,5,218,17,Content Polluter,FitzgeraldhvgAl,Albertine Fitzgerald
1174431032,10,215,26,Content Polluter,BrutonpbsAlexan,Alexandra Bruton
1174431079,15,230,20,Content Polluter,RedmondonbFlorr,Florrie Redmond
1174433286,13,178,21,Content Polluter,FreerhsqSanta,Santa Freer
1174433768,8,189,18,Content Polluter,BeverlywuwEvang,Evangelina Beverly
1174434985,10,191,23,Content Polluter,RookerjbsLonda,Londa Rooker
1174435530,3,216,19,Content Polluter,AskewophCasey,Casey Askew
1174435964,6,202,17,Content Polluter,MccollumfttRoss,Rossana Mccollum
1174436491,12,213,23,Content Polluter,MattaqfSherrill,Sherrill Matt
1174437590,9,190,18,Content Polluter,RhineefoMichal,Michal Rhine
1174437858,9,219,23,Content Polluter,GrossmanoqbLesl,Leslie Grossman
1174438993,14,219,19,Content Polluter,VerdugosibYahai,Yahaira Verdugo
1174441682,12,219,26,Content Polluter,StringhamhygYun,Yun Stringham
1174443134,13,211,18,Content Polluter,JamisonswzJoann,Joanne Jamison
1174444022,15,200,16,Content Polluter,CaponenlwNoella,Noella Capone
1174444872,10,210,19,Content Polluter,VargaieqLola,Lola Varga
1174445989,6,206,21,Content Polluter,HitebddSeason,Season Hite
1174448394,5,223,19,Content Polluter,EnloeixlTrena,Trena Enloe
1174450668,14,231,22,Content Polluter,CongdonuanChasi,Chasity Congdon
1174450896,10,217,21,Content Polluter,NichollsusxNell,Nellie Nicholls
1174450927,9,216,15,Content Polluter,LampherefpyBrit,Brittany Lamphere
1174453920,13,212,12,Content Polluter,ChavezqiuFranco,Francoise Chavez
1174457058,11,193,22,Content Polluter,HopppfoMargheri,Margherita Hopp
1174464710,7,209,25,Content Polluter,SchulzvveAliza,Aliza Schulz
1174471358,10,211,14,Content Polluter,WilliszbbMarlee,Marleen Willis
1174472161,14,206,23,Content Polluter,LabrecquesyoDay,Dayna Labrecque
1174472216,6,184,19,Content Polluter,DesilvanlyCathe,Cathey Desilva
1174497528,6,215,18,Content Polluter,GuptapcyJeanett,Jeanetta Gupta
1174509800,8,190,17,Content Polluter,CornelisontdxIl,Iliana Cornelison
1174510238,11,225,20,Content Polluter,PartonzbxDamari,Damaris Parton
1174514420,8,195,17,Content Polluter,McateepxuAngel,Angel Mcatee
1174515163,10,203,16,Content Polluter,McmillonqgbLorr,Lorri Mcmillon
1174515206,6,224,14,Content Polluter,MaxwellenwMagno,Magnolia Maxwell
1174518524,7,164,19,Content Polluter,SaechaopszRosal,Rosalind Saechao
1174529258,12,213,23,Content Polluter,LemmonsbwoBeatr,Beatrice Lemmons
1174530324,4,191,17,Content Polluter,DevlinnbtLuba,Luba Devlin
1174534844,14,199,21,Content Polluter,SwensenasgAlish,Alishia Swensen
1174536254,8,215,11,Content Polluter,GormanjwyJonna,Jonna Gorman
1174538528,6,205,20,Content Polluter,GranillobthJose,Josephine Granillo
1174539534,8,195,20,Content Polluter,EdwardszgtElano,Elanor Edwards
1174540080,10,206,22,Content Polluter,SkipperbdlVeron,Verona Skipper
1174541538,14,201,17,Content Polluter,TateoydGoldie,Goldie Tate
1174543622,5,208,18,Content Polluter,KimballzxuTyish,Tyisha Kimball
1174545259,5,206,17,Content Polluter,SalcedoiswKala,Kala Salcedo
1174546525,9,199,21,Content Polluter,WoolfordzxlJuli,Juliana Woolford
1174549280,10,176,15,Content Polluter,TuckxhuGaylene,Gaylene Tuck
1174550834,6,174,14,Content Polluter,CalderonwbjCari,Carina Calderon
1174550876,13,214,15,Content Polluter,SowardsivfAnton,Antonina Sowards
1174552537,9,183,20,Content Polluter,HunterjccOmega,Omega Hunter
1174553017,10,201,17,Content Polluter,ErbxavLatosha,Latosha Erb
1174554060,5,212,16,Content Polluter,WorshameuhMelis,Melisa Worsham
1174560156,6,232,22,Content Polluter,MizelldpoLavona,Lavona Mizell
1174560212,9,213,20,Content Polluter,PettersonwaaPhe,Phebe Petterson
1174562730,12,212,15,Content Polluter,AsberrypvtJesic,Jesica Asberry
1174564464,15,194,17,Content Polluter,AppelexwTomiko,Tomiko Appel
1174566572,7,203,23,Content Polluter,TruesdaleebwEli,Elin Truesdale
1174575835,16,224,24,Content Polluter,HollowellyxhMar,Mary Hollowell
1174577719,11,190,14,Content Polluter,DanleyrbeMarci,Marci Danley
1174577899,11,174,21,Content Polluter,NoelzuxCharles,Charles Noel
1174580582,14,239,19,Content Polluter,NairwzwDione,Dione Nair
1174581626,5,241,23,Content Polluter,LedgerwrrDenae,Denae Ledger
1174585309,10,207,17,Content Polluter,FanellizbyDeann,Deanne Fanelli
1174585699,9,178,19,Content Polluter,AndresrefInocen,Inocencia Andres
1174600752,8,224,25,Content Polluter,AndersenikjCeci,Cecille Andersen
1174601928,9,193,20,Content Polluter,BriscoasbLoreta,Loreta Brisco
1174602234,9,208,18,Content Polluter,HutsonfsiDia,Dia Hutson
1174602264,13,206,18,Content Polluter,LeasureqijLinh,Linh Leasure
1174603392,15,219,22,Content Polluter,BuffndrDianna,Dianna Buff
1174616234,10,191,11,Content Polluter,CabanpuvRossie,Rossie Caban
1174616899,9,233,19,Content Polluter,MontelongowdfVi,Vicenta Montelongo
1174619377,9,211,23,Content Polluter,HigaaodTheda,Theda Higa
1174619839,7,216,17,Content Polluter,SummersjqNeoma,Neoma Summer
1174620793,7,192,11,Content Polluter,CisnerosslcApol,Apolonia Cisneros
1174621862,11,231,23,Content Polluter,BrickeyythMisty,Misty Brickey
1174622065,8,202,21,Content Polluter,HashimotozrqBri,Brigitte Hashimoto
1174622690,14,185,15,Content Polluter,HoveyhryJeana,Jeana Hovey
1174622822,8,168,13,Content Polluter,FillmoreewbOdet,Odette Fillmore
1174627123,11,192,19,Content Polluter,CruiseodbSadye,Sadye Cruise
1174628442,11,209,18,Content Polluter,LeonhardtohwMal,Malorie Leonhardt
1174631851,7,198,23,Content Polluter,AshbaughsujCayl,Cayla Ashbaugh
1174632889,14,179,13,Content Polluter,SarverresDeidre,Deidre Sarver
1174638079,7,212,20,Content Polluter,AbelgtsPaola,Paola Abel
1174638181,8,224,18,Content Polluter,MccroryrdtMona,Mona Mccrory
1174641072,8,210,16,Content Polluter,LindgrennosJoel,Joellen Lindgren
1174641955,7,197,18,Content Polluter,MontalvogaxLili,Liliana Montalvo
1174642170,7,195,19,Content Polluter,StoltzuqwLauren,Laurence Stoltz
1174643364,4,215,25,Content Polluter,LemieuxyjvMikki,Mikki Lemieux
1174643767,3,210,20,Content Polluter,VanderpoolzgfAr,Arminda Vanderpool
1174644632,6,190,28,Content Polluter,CyrrnzGearldine,Gearldine Cyr
1174644924,9,177,18,Content Polluter,MeanstdqSierra,Sierra Means
1174648291,8,200,14,Content Polluter,SantosuzzTheres,Theressa Santos
1174648296,12,194,20,Content Polluter,RossixhzLynetta,Lynetta Rossi
1174649256,11,221,13,Content Polluter,BruggemanulpKas,Kassandra Bruggeman
1174649970,15,225,16,Content Polluter,GaudetteufsRega,Regan Gaudette
1174651890,8,185,22,Content Polluter,HallowellalfApr,Apryl Hallowell
1174652005,11,198,13,Content Polluter,McneillztsPenny,Penny Mcneill
1174656450,10,223,26,Content Polluter,GaytongnrPaola,Paola Gayton
1174657488,7,210,19,Content Polluter,HendersonrliFel,Felica Henderson
1174660242,13,223,23,Content Polluter,ClapptkqSibyl,Sibyl Clapp
1174662523,8,209,20,Content Polluter,RobertsontwnMeg,Megan Robertson
1174665463,14,196,21,Content Polluter,EstabrookqfpEle,Elease Estabrook
1174670046,6,181,20,Content Polluter,GarnettozbAdell,Adell Garnett
1174672777,9,201,19,Content Polluter,MillsfqgJanessa,Janessa Mills
1174676743,16,221,24,Content Polluter,MoutonjndHildre,Hildred Mouton
1174679113,5,231,22,Content Polluter,ShinegdxVeronic,Veronica Shine
1174679323,6,218,18,Content Polluter,SpradlinixrZeno,Zenobia Spradlin
1174679592,9,205,24,Content Polluter,LindstromfuaLav,Lavern Lindstrom
1174679700,10,196,20,Content Polluter,HixonzbkCarmon,Carmon Hixon
1174680708,14,196,18,Content Polluter,RolenspwAzzie,Azzie Rolen
1174682425,5,202,23,Content Polluter,ProffitthsuEste,Estefana Proffitt
1174684076,17,177,15,Content Polluter,CockerhamqzbEur,Eura Cockerham
1174684957,15,242,21,Content Polluter,BaurahiElmer,Elmer Baur
1174688455,9,186,14,Content Polluter,BartonuqzBernie,Berniece Barton
1174688940,5,206,20,Content Polluter,RichardsonrfwJe,Jennette Richardson
1174694204,9,211,20,Content Polluter,TsosievqbJestin,Jestine Tsosie
1174695224,8,190,19,Content Polluter,MccormickgcnEst,Esta Mccormick
1174696087,8,206,18,Content Polluter,ReillyofgRoyce,Royce Reilly
1174699399,10,203,21,Content Polluter,DecostanntGussi,Gussie Decosta
1174700300,7,205,16,Content Polluter,CowdensnjMarqui,Marquitta Cowden
1174703832,3,192,19,Content Polluter,FerrettibxsVenn,Vennie Ferretti
1174706054,6,186,15,Content Polluter,ColongysDonita,Donita Colon
1174706798,8,211,26,Content Polluter,MikedyaMargorie,Margorie Mike
1174707146,9,219,29,Content Polluter,BaldwinbfuTina,Tina Baldwin
1174709269,6,196,18,Content Polluter,HazlettxwrBrand,Brandie Hazlett
1174710902,9,228,21,Content Polluter,PopewqiCrystle,Crystle Pope
1174711836,6,209,21,Content Polluter,GriffenrjeAlyse,Alyse Griffen
1174712372,9,213,15,Content Polluter,WilkespvvDoreat,Doreatha Wilkes
1174713944,10,211,22,Content Polluter,FultzzbgKrystin,Krystina Fultz
1174717800,7,224,21,Content Polluter,NappervijCarola,Carola Napper
1174719445,10,210,20,Content Polluter,FitzpatrickhegV,Virgie Fitzpatrick
1174723886,5,209,16,Content Polluter,EscalantessiDan,Danelle Escalante
1174724869,6,202,16,Content Polluter,SebastianxhcHel,Helene Sebastian
1174725366,8,203,19,Content Polluter,HurlburtcdbShar,Sharen Hurlburt
1174725740,12,163,15,Content Polluter,GreigerrDeborah,Deborah Greig
1174727760,7,208,21,Content Polluter,PettydxyMaragre,Maragret Petty
1174728433,12,205,16,Content Polluter,DoctorgwoAshley,Ashley Doctor
1174728950,9,240,16,Content Polluter,LeathermansquLa,Lasandra Leatherman
1174733100,6,216,19,Content Polluter,DecastroabaArge,Argelia Decastro
1174734559,15,201,12,Content Polluter,MontezftuOra,Ora Montez
1174735315,14,185,16,Content Polluter,DaiglelbtDespin,Despina Daigle
1174738568,24,214,28,Content Polluter,OlesonhftPerla,Perla Oleson
1174739257,11,202,15,Content Polluter,GuytonpklKrysty,Krystyna Guyton
1174739436,10,203,18,Content Polluter,WinfielddhcLeig,Leighann Winfield
1174739780,8,190,15,Content Polluter,MathisesvFleta,Fleta Mathis
1174739790,8,203,17,Content Polluter,SorensenplsHeid,Heidy Sorensen
1174740535,6,178,21,Content Polluter,PleasantozgKimb,Kimberly Pleasant
1174742864,17,172,14,Content Polluter,FontanakyaPatty,Patty Fontana
1174743122,13,208,22,Content Polluter,BurdettjoqMarie,Mariella Burdett
1174743524,8,212,12,Content Polluter,BremertphLucian,Luciana Bremer
1174744404,8,213,22,Content Polluter,PapasdeJerrica,Jerrica Papa
1174750884,8,196,21,Content Polluter,CliftonvnoShari,Sharilyn Clifton
1174751144,15,216,18,Content Polluter,RothdvwJoshua,Joshua Roth
1174753764,12,186,16,Content Polluter,BraddyfceGlinda,Glinda Braddy
1174754300,10,209,13,Content Polluter,BarneykwlDaniel,Daniel Barney
1174756808,7,192,19,Content Polluter,MoberlycikCarol,Carolee Moberly
1174757941,8,209,16,Content Polluter,BonilladleSonya,Sonya Bonilla
1174759088,10,236,19,Content Polluter,DrewsvbyMelaine,Melaine Drews
1174760396,10,189,24,Content Polluter,StringfieldprjL,Luisa Stringfield
1174762351,4,192,25,Content Polluter,RutherfordfegMa,Maryanna Rutherford
1174763443,13,249,25,Content Polluter,AckleyphnCelina,Celina Ackley
1174767468,11,204,22,Content Polluter,JarboebvdKaryl,Karyl Jarboe
1174768531,4,186,20,Content Polluter,EldridgedgnDari,Daria Eldridge
1174771410,9,205,20,Content Polluter,RoundyahjLatars,Latarsha Roundy
1174771632,11,196,23,Content Polluter,BartaditJacinta,Jacinta Barta
1174773318,8,198,16,Content Polluter,RandelgpsScotti,Scottie Randel
1174773870,12,226,26,Content Polluter,AguerolqzMaryjo,Maryjo Aguero
1174775082,11,218,23,Content Polluter,WoodlandxvsLati,Laticia Woodland
1174777898,12,192,18,Content Polluter,NagleoojDorthey,Dorthey Nagle
1174778406,17,205,19,Content Polluter,MangumcsoTomoko,Tomoko Mangum
1174778426,12,216,22,Content Polluter,GraysvzfOctavia,Octavia Grays
1174780532,12,196,16,Content Polluter,LachbkaPearly,Pearly Lach
1174780674,8,172,19,Content Polluter,WaltherfvzEllen,Ellena Walther
1174780777,12,217,22,Content Polluter,DeltorofagRory,Rory Deltoro
1174781010,8,200,22,Content Polluter,LevinsongorMeli,Melinda Levinson
1174781425,11,200,24,Content Polluter,MiloayzCharmain,Charmain Milo
1174785036,8,205,19,Content Polluter,TelloepnShona,Shona Tello
1174787304,12,239,19,Content Polluter,RungerztNilsa,Nilsa Runge
1174789676,11,205,14,Content Polluter,SalzmanqljGwen,Gwen Salzman
1174790898,8,174,21,Content Polluter,QuigleyeihZelda,Zelda Quigley
1174792195,11,185,19,Content Polluter,LittlefieldaprS,Shawn Littlefield
1174793102,14,218,18,Content Polluter,ArtiszpoChantel,Chantell Artis
1174797008,15,205,17,Content Polluter,GeiszajDeedra,Deedra Geis
1174800103,8,219,15,Content Polluter,MessickrnoGoldi,Goldie Messick
1174804556,13,206,24,Content Polluter,KelchybuThuy,Thuy Kelch
1174810141,15,198,19,Content Polluter,LeeklxqDeidra,Deidra Leek
1174811528,8,200,18,Content Polluter,GlennyuwNisha,Nisha Glenn
1174812978,13,182,21,Content Polluter,ManzanaresgsaFe,Felice Manzanares
1174816452,8,194,14,Content Polluter,VolueLashanda,Lashanda Vo
1174818390,9,225,23,Content Polluter,PouliotifeFlorr,Florrie Pouliot
1174818847,15,220,24,Content Polluter,RichertsoaMadel,Madelaine Richert
1174819256,14,185,20,Content Polluter,LindsleyqnfLidi,Lidia Lindsley
1174823942,7,227,21,Content Polluter,OliviercqaJule,Jule Olivier
1174824824,13,186,14,Content Polluter,CushmanvouLoree,Loreen Cushman
1174826773,9,208,21,Content Polluter,HulbertqnrAlish,Alishia Hulbert
1174831039,7,196,16,Content Polluter,BumplpvRichard,Richard Bump
1174832804,7,214,24,Content Polluter,ElderekwTori,Tori Elder
1174832875,12,204,18,Content Polluter,ArbogastytwIola,Iola Arbogast
1174842428,9,205,16,Content Polluter,GorrellcrhRomel,Romelia Gorrell
1174845720,13,223,28,Content Polluter,FennqazHolley,Holley Fenn
1174847785,8,218,21,Content Polluter,MarroquinxgdPao,Paola Marroquin
1174848200,6,229,19,Content Polluter,QuintanaqzpPast,Pasty Quintana
1174850017,8,218,18,Content Polluter,NoblesnfjVelva,Velva Nobles
1174850107,6,205,21,Content Polluter,FlukerehqShizuk,Shizuko Fluker
1174851198,8,217,15,Content Polluter,FlowerjqeTawnya,Tawnya Flower
1174851200,9,215,19,Content Polluter,PhillipsyugDori,Dorine Phillips
1174851499,8,219,23,Content Polluter,DenhamupuJannie,Jannie Denham
1174851782,7,226,17,Content Polluter,BrewszqBreana,Breana Brew
1174853904,7,208,19,Content Polluter,JacofbvTonya,Tonya Jaco
1174854703,8,209,14,Content Polluter,HowlettibqCleor,Cleora Howlett
1174855417,10,220,18,Content Polluter,KuglerucfContes,Contessa Kugler
1174860890,8,226,22,Content Polluter,SloversvhShante,Shantelle Slover
1174865594,6,189,21,Content Polluter,RobertslasDarce,Darcey Roberts
1174869769,12,192,21,Content Polluter,WrenzwzTania,Tania Wren
1174872318,9,194,15,Content Polluter,PreciadoqfwSher,Shera Preciado
1174872906,7,213,22,Content Polluter,McmullinuitWill,Willia Mcmullin
1174873122,8,216,15,Content Polluter,ClowersoegMaren,Maren Clowers
1174874869,8,214,22,Content Polluter,GermanihtMarlen,Marlene German
1174876764,17,207,20,Content Polluter,YinglingjigKitt,Kitty Yingling
1174879028,13,187,21,Content Polluter,HeiseqxqCammy,Cammy Heise
1174885004,9,220,16,Content Polluter,OllisfowVerlene,Verlene Ollis
1174885962,15,210,21,Content Polluter,MaximdjxCharity,Charity Maxim
1174887464,4,212,18,Content Polluter,DeedsdzoAzucena,Azucena Deeds
1174889395,11,209,20,Content Polluter,DasheryikKately,Katelyn Dasher
1174889473,5,197,21,Content Polluter,BastianfieEula,Eula Bastian
1174898036,13,219,24,Content Polluter,NoleslvhRheba,Rheba Noles
1174898930,13,202,22,Content Polluter,WesselspbbHolle,Holley Wessels
1174900471,7,188,20,Content Polluter,AlmodovarjzbSep,September Almodovar
1174901988,7,171,17,Content Polluter,AlversonedpCons,Constance Alverson
1174902313,7,188,13,Content Polluter,McqueenrsrJule,Jule Mcqueen
1174905187,9,203,18,Content Polluter,StrausslgiKrist,Kristie Strauss
1174905692,12,204,15,Content Polluter,HagertyikrDonya,Donya Hagerty
1174906022,9,217,18,Content Polluter,CollieruonVerli,Verline Collier
1174908596,6,202,21,Content Polluter,TestatcvDorinda,Dorinda Testa
1174909136,6,211,19,Content Polluter,PikeetrCassondr,Cassondra Pike
1174909753,9,231,19,Content Polluter,SchaeferwrnEvon,Evonne Schaefer
1174911457,17,221,18,Content Polluter,SawyerswucDelil,Delilah Sawyers
1174912687,12,204,17,Content Polluter,CrayaeeShannan,Shannan Cray
1174913503,6,197,15,Content Polluter,BrinkmandouCari,Carita Brinkman
1174914138,8,219,14,Content Polluter,SorensenfidAlet,Aletha Sorensen
1174915280,13,210,14,Content Polluter,MccandlesskduGi,Gillian Mccandless
1174917374,10,212,19,Content Polluter,VeganynLyndia,Lyndia Vega
1174918586,10,233,23,Content Polluter,PetteyeutSherle,Sherley Pettey
1174918676,8,205,21,Content Polluter,MaderqexLavette,Lavette Mader
1174924308,8,231,17,Content Polluter,ArrudaupuJamey,Jamey Arruda
1174925106,8,236,23,Content Polluter,GrandberryrogFi,Fiona Grandberry
1174926474,10,213,23,Content Polluter,ChalfantloxBarb,Barb Chalfant
1174927723,4,181,21,Content Polluter,FeaginysdLatia,Latia Feagin
1174929679,10,217,22,Content Polluter,DulinigtDrusill,Drusilla Dulin
1174931708,16,198,23,Content Polluter,PaiziniChristen,Christen Paiz
1174933712,10,205,12,Content Polluter,WeisecluRolanda,Rolanda Weise
1174942093,7,199,15,Content Polluter,ShanahanobvKeni,Kenia Shanahan
1174944276,7,191,19,Content Polluter,OusleyakwDaisey,Daisey Ousley
1174944620,11,205,22,Content Polluter,DangelorogGema,Gema Dangelo
1174944751,4,205,15,Content Polluter,BirchxclMariko,Mariko Birch
1174946815,14,206,28,Content Polluter,NightingaleivjS,Stacy Nightingale
1174948008,12,209,18,Content Polluter,SturgisrvzGerth,Gertha Sturgis
1174950420,8,208,15,Content Polluter,ThachcwyEnrique,Enriqueta Thach
1174959522,13,216,20,Content Polluter,BrinkleytajAric,Arica Brinkley
1174959793,2,204,18,Content Polluter,DansbyngzKathy,Kathy Dansby
1174962156,10,188,16,Content Polluter,RosarioqanMarga,Margarete Rosario
1174962506,10,168,15,Content Polluter,TrexlerlzjDoret,Doretta Trexler
1174966651,5,186,15,Content Polluter,SongerrylJunko,Junko Songer
1174970576,9,205,15,Content Polluter,MorrissettefpeB,Bessie Morrissette
1174971644,10,188,9,Content Polluter,KrohnrtpMargere,Margeret Krohn
1174973954,13,186,20,Content Polluter,DornteiRanae,Ranae Dorn
1174977254,10,179,13,Content Polluter,BoutonshjLaquit,Laquita Bouton
1174977500,12,197,17,Content Polluter,FlahertypdsTrea,Treasa Flaherty
1174980182,10,217,11,Content Polluter,MassengalehayLi,Linette Massengale
1174981094,9,235,19,Content Polluter,SearsfijColetta,Coletta Sears
1174982719,9,215,23,Content Polluter,BuggidpWendy,Wendy Bugg
1174982916,9,193,17,Content Polluter,HowerkfdChrista,Christa Hower
1174983931,6,206,19,Content Polluter,CarnahanyciBobe,Bobette Carnahan
1174986182,7,220,21,Content Polluter,WindsorioaPenel,Penelope Windsor
1174991155,10,201,18,Content Polluter,VanmeterubpBlak,Blake Vanmeter
1174993226,15,229,16,Content Polluter,ColangelofsvJan,Janeth Colangelo
1174994395,15,209,20,Content Polluter,SegerzdhPatty,Patty Seger
1174994587,3,215,23,Content Polluter,PittsztvLavenia,Lavenia Pitts
1174998572,7,196,23,Content Polluter,KangcbuEufemia,Eufemia Kang
1174998998,11,211,19,Content Polluter,TannerqdhJerica,Jerica Tanner
