uid,NumberOfFollowers,NumberOfFollowing,NumberOfTweets,Label
616310832,21,549,48,Content Polluter
616310931,15,508,50,Content Polluter
616311015,20,502,46,Content Polluter
616311330,18,525,40,Content Polluter
616312179,32,522,47,Content Polluter
616312188,16,519,57,Content Polluter
616312189,10,408,48,Content Polluter
616312242,34,749,75,Content Polluter
616312341,15,559,60,Content Polluter
616312653,23,548,55,Content Polluter
616312923,25,511,39,Content Polluter
616313055,23,543,59,Content Polluter
616313064,23,492,43,Content Polluter
616313250,23,585,58,Content Polluter
616313439,26,595,44,Content Polluter
616317946,22,478,49,Content Polluter
616319798,17,446,40,Content Polluter
616322025,19,473,42,Content Polluter
616325196,24,490,57,Content Polluter
616328439,24,462,41,Content Polluter
616331366,18,501,49,Content Polluter
616337604,21,491,45,Content Polluter
616341300,26,630,59,Content Polluter
616349387,19,434,42,Content Polluter
616354262,20,461,26,Content Polluter
616354323,16,485,44,Content Polluter
616361034,25,644,59,Content Polluter
616361119,16,451,41,Content Polluter
616381786,24,404,40,Content Polluter
616382202,20,474,42,Content Polluter
616382834,22,393,31,Content Polluter
616384499,20,460,53,Content Polluter
616385430,20,498,40,Content Polluter
616385880,13,483,47,Content Polluter
616386285,16,438,45,Content Polluter
616387208,19,511,51,Content Polluter
616392153,21,527,49,Content Polluter
616393718,22,517,54,Content Polluter
616394423,16,355,44,Content Polluter
616394546,20,412,35,Content Polluter
616399998,18,456,54,Content Polluter
616400521,9,440,41,Content Polluter
616401471,26,464,38,Content Polluter
616414201,24,390,39,Content Polluter
616424372,12,394,25,Content Polluter
616437167,18,421,35,Content Polluter
616438276,13,403,48,Content Polluter
616438405,24,404,38,Content Polluter
616441910,19,377,39,Content Polluter
616448213,17,397,46,Content Polluter
616448932,21,399,45,Content Polluter
616450260,21,414,33,Content Polluter
616450851,23,431,41,Content Polluter
616453399,15,395,39,Content Polluter
616453934,26,398,52,Content Polluter
616455360,13,379,35,Content Polluter
616468106,21,484,45,Content Polluter
616469172,14,529,39,Content Polluter
616492456,21,464,28,Content Polluter
616497995,10,415,34,Content Polluter
616500089,19,384,47,Content Polluter
616500983,27,400,43,Content Polluter
616507933,19,401,42,Content Polluter
616512300,13,429,34,Content Polluter
616512844,13,374,32,Content Polluter
616515191,22,363,37,Content Polluter
616517540,25,400,44,Content Polluter
616520119,10,405,38,Content Polluter
616524118,20,397,31,Content Polluter
616535986,18,400,54,Content Polluter
616538559,18,373,29,Content Polluter
616543172,18,390,28,Content Polluter
616544230,11,394,35,Content Polluter
616544238,18,382,39,Content Polluter
616544478,21,418,42,Content Polluter
616544491,12,365,29,Content Polluter
616550352,19,394,36,Content Polluter
616553484,24,431,41,Content Polluter
616560235,15,399,46,Content Polluter
616561810,15,381,30,Content Polluter
616566914,23,389,40,Content Polluter
616572184,15,384,37,Content Polluter
616575636,10,388,42,Content Polluter
616579375,19,411,37,Content Polluter
616583718,20,359,27,Content Polluter
616594567,18,353,36,Content Polluter
616595506,19,354,41,Content Polluter
616596061,16,402,44,Content Polluter
616596310,15,344,38,Content Polluter
616597381,23,408,33,Content Polluter
616598289,20,365,38,Content Polluter
616613637,25,360,31,Content Polluter
616616079,20,358,30,Content Polluter
616616287,12,366,49,Content Polluter
616620118,18,364,38,Content Polluter
616621744,43,936,149,Content Polluter
616626990,21,365,47,Content Polluter
616627945,20,406,34,Content Polluter
616632879,18,386,40,Content Polluter
616633553,14,404,43,Content Polluter
616634356,13,404,37,Content Polluter
616635449,18,390,33,Content Polluter
616635785,14,398,44,Content Polluter
616635895,15,340,33,Content Polluter
616636835,18,452,40,Content Polluter
616640000,21,365,27,Content Polluter
616641964,16,385,44,Content Polluter
616646437,18,373,36,Content Polluter
616648049,25,379,38,Content Polluter
616648771,28,407,39,Content Polluter
616650103,20,407,30,Content Polluter
616663989,16,385,30,Content Polluter
616668989,16,375,51,Content Polluter
616681075,13,391,38,Content Polluter
616684038,17,360,35,Content Polluter
616684545,32,954,111,Content Polluter
616685497,23,351,51,Content Polluter
616687449,23,407,40,Content Polluter
616687643,18,381,38,Content Polluter
616688199,12,402,28,Content Polluter
616699097,12,393,50,Content Polluter
616709340,14,379,39,Content Polluter
616710259,21,337,37,Content Polluter
616713916,21,424,37,Content Polluter
616714447,19,384,36,Content Polluter
616723348,21,360,37,Content Polluter
616726886,16,380,34,Content Polluter
616727070,16,346,36,Content Polluter
616730427,15,422,46,Content Polluter
616736089,22,432,33,Content Polluter
616746245,18,315,14,Content Polluter
616750047,24,395,38,Content Polluter
616753922,18,358,40,Content Polluter
616755124,16,329,31,Content Polluter
616755311,29,476,61,Content Polluter
616757321,19,368,42,Content Polluter
616758171,25,342,33,Content Polluter
616761571,20,388,25,Content Polluter
616764807,24,373,37,Content Polluter
616767002,10,339,23,Content Polluter
616768101,17,355,30,Content Polluter
616772277,21,349,35,Content Polluter
616774511,18,365,40,Content Polluter
616777049,13,366,47,Content Polluter
616779519,20,349,42,Content Polluter
616781647,20,370,34,Content Polluter
616788069,15,336,29,Content Polluter
616791162,18,338,36,Content Polluter
616791834,23,373,39,Content Polluter
616792194,17,377,25,Content Polluter
616795584,17,333,35,Content Polluter
616798827,20,337,42,Content Polluter
616799004,19,326,35,Content Polluter
616799347,20,407,42,Content Polluter
616804331,20,366,39,Content Polluter
616804514,23,389,48,Content Polluter
616805636,14,351,31,Content Polluter
616806334,14,365,50,Content Polluter
616807239,19,337,37,Content Polluter
616810995,8,398,46,Content Polluter
616821172,18,381,42,Content Polluter
616821476,14,300,30,Content Polluter
616821628,20,383,37,Content Polluter
616823592,11,362,42,Content Polluter
616824681,14,365,33,Content Polluter
616833719,18,371,27,Content Polluter
616841344,16,349,34,Content Polluter
616843743,16,369,26,Content Polluter
616851701,16,330,33,Content Polluter
616851924,15,369,41,Content Polluter
616853412,18,357,23,Content Polluter
616853863,10,361,41,Content Polluter
616854398,24,406,30,Content Polluter
616855379,18,333,50,Content Polluter
616862788,12,322,30,Content Polluter
616865446,16,345,37,Content Polluter
616870615,18,334,39,Content Polluter
616871628,11,370,41,Content Polluter
616872091,18,390,32,Content Polluter
616873653,18,394,39,Content Polluter
616874546,23,349,27,Content Polluter
616875423,23,459,54,Content Polluter
616876048,19,336,39,Content Polluter
616880011,25,361,34,Content Polluter
616880989,20,321,33,Content Polluter
616881617,17,310,32,Content Polluter
616882733,13,515,62,Content Polluter
616884430,17,341,39,Content Polluter
616887730,17,345,47,Content Polluter
616891343,23,353,32,Content Polluter
616891504,18,350,28,Content Polluter
616891841,22,285,31,Content Polluter
616892262,16,384,38,Content Polluter
616893835,11,317,39,Content Polluter
616894477,25,367,41,Content Polluter
616897238,25,503,71,Content Polluter
616897643,15,394,28,Content Polluter
616901659,26,532,63,Content Polluter
616903526,22,346,36,Content Polluter
616904387,22,340,35,Content Polluter
616905825,22,453,50,Content Polluter
616906634,24,521,60,Content Polluter
616908229,27,490,56,Content Polluter
616910707,23,359,39,Content Polluter
616914106,19,340,29,Content Polluter
616916468,22,372,35,Content Polluter
616916922,13,385,40,Content Polluter
616920480,15,320,36,Content Polluter
616923983,15,312,17,Content Polluter
616929422,13,310,37,Content Polluter
616931759,18,318,29,Content Polluter
616933132,22,357,23,Content Polluter
616934154,20,330,48,Content Polluter
616937163,26,360,39,Content Polluter
616940681,19,330,42,Content Polluter
616944056,15,364,25,Content Polluter
616945290,12,346,34,Content Polluter
616949452,21,338,38,Content Polluter
616950850,28,530,61,Content Polluter
616956439,17,315,32,Content Polluter
616956640,18,305,39,Content Polluter
616957257,20,539,56,Content Polluter
616964543,22,528,60,Content Polluter
616965906,14,336,46,Content Polluter
616971945,9,338,28,Content Polluter
616972396,14,370,39,Content Polluter
616973721,14,321,28,Content Polluter
616975862,22,314,36,Content Polluter
616976208,13,312,29,Content Polluter
616977419,25,443,50,Content Polluter
616977639,16,327,28,Content Polluter
616977822,23,501,60,Content Polluter
616980013,12,320,33,Content Polluter
616988044,18,403,51,Content Polluter
616989279,15,372,50,Content Polluter
616990658,25,519,62,Content Polluter
616991197,23,539,50,Content Polluter
616991321,23,344,32,Content Polluter
616993101,20,348,33,Content Polluter
616997089,14,315,38,Content Polluter
616998237,27,520,57,Content Polluter
616998587,8,344,29,Content Polluter
617007034,19,353,28,Content Polluter
617010578,12,327,24,Content Polluter
617011109,17,318,30,Content Polluter
617012769,12,356,42,Content Polluter
617017911,20,370,45,Content Polluter
617020095,23,350,31,Content Polluter
617020884,19,388,37,Content Polluter
617021605,18,333,41,Content Polluter
617025213,16,343,41,Content Polluter
617025589,21,336,37,Content Polluter
617029885,16,429,38,Content Polluter
617031641,12,312,27,Content Polluter
617034173,11,408,46,Content Polluter
617047718,16,319,34,Content Polluter
617051815,13,346,28,Content Polluter
617053599,25,328,34,Content Polluter
617055658,17,295,23,Content Polluter
617060374,19,304,30,Content Polluter
617068979,12,334,36,Content Polluter
617071743,24,379,31,Content Polluter
617072174,14,347,42,Content Polluter
617073588,10,336,27,Content Polluter
617078388,13,321,35,Content Polluter
617079088,21,335,31,Content Polluter
617081967,15,353,20,Content Polluter
617087922,16,373,37,Content Polluter
617096196,13,329,31,Content Polluter
617096445,17,362,21,Content Polluter
617096658,15,337,34,Content Polluter
617105824,17,344,26,Content Polluter
617106191,20,332,41,Content Polluter
617110506,16,334,35,Content Polluter
617110971,11,319,39,Content Polluter
617111228,8,342,29,Content Polluter
617112977,16,310,27,Content Polluter
617128027,17,300,26,Content Polluter
617128626,13,334,33,Content Polluter
617130613,18,312,39,Content Polluter
617132436,24,349,42,Content Polluter
617155487,15,348,27,Content Polluter
617170338,25,299,30,Content Polluter
617173576,14,348,42,Content Polluter
617176526,20,309,35,Content Polluter
617177639,17,418,52,Content Polluter
617179003,17,333,26,Content Polluter
617198204,20,350,35,Content Polluter
617203363,17,351,30,Content Polluter
617214370,10,394,44,Content Polluter
617228152,15,332,39,Content Polluter
617228381,16,311,41,Content Polluter
617233852,14,332,36,Content Polluter
617234497,14,273,35,Content Polluter
617236155,16,336,34,Content Polluter
617236411,15,343,30,Content Polluter
617238800,22,293,29,Content Polluter
617240486,17,343,31,Content Polluter
617241478,12,302,33,Content Polluter
617244370,15,326,35,Content Polluter
617245921,18,328,36,Content Polluter
617247139,11,355,50,Content Polluter
617254082,11,329,21,Content Polluter
617257148,20,322,33,Content Polluter
617262093,12,311,25,Content Polluter
617269412,10,276,33,Content Polluter
617273229,12,350,36,Content Polluter
617275365,16,316,32,Content Polluter
617276858,18,333,34,Content Polluter
617279043,16,374,46,Content Polluter
617279109,19,370,31,Content Polluter
617279835,7,321,24,Content Polluter
617280711,12,321,32,Content Polluter
617284243,13,330,34,Content Polluter
617284591,20,412,48,Content Polluter
617289713,23,371,39,Content Polluter
617293369,29,313,33,Content Polluter
617294403,22,312,42,Content Polluter
617299004,17,335,36,Content Polluter
617299578,19,337,31,Content Polluter
617301783,15,308,35,Content Polluter
617303057,11,354,20,Content Polluter
617306425,14,330,41,Content Polluter
617309307,14,327,35,Content Polluter
617311261,19,323,26,Content Polluter
617311634,17,325,26,Content Polluter
617313262,9,333,42,Content Polluter
617313448,23,341,26,Content Polluter
617314330,12,333,30,Content Polluter
617315471,22,540,59,Content Polluter
617316416,15,520,47,Content Polluter
617316577,17,536,53,Content Polluter
617320424,17,325,32,Content Polluter
617324026,23,354,34,Content Polluter
617330065,17,314,30,Content Polluter
617331506,18,302,32,Content Polluter
617341446,10,293,35,Content Polluter
617342164,30,535,61,Content Polluter
617342501,20,333,29,Content Polluter
617342909,18,326,33,Content Polluter
617343116,13,314,33,Content Polluter
617351701,27,361,29,Content Polluter
617356028,12,327,33,Content Polluter
617359641,15,322,36,Content Polluter
617367702,14,317,43,Content Polluter
617368489,18,347,31,Content Polluter
617369459,15,322,16,Content Polluter
617369720,14,314,26,Content Polluter
617373484,13,307,30,Content Polluter
617373638,17,319,32,Content Polluter
617377479,14,361,48,Content Polluter
617380246,17,313,26,Content Polluter
617386858,15,338,40,Content Polluter
617389950,14,323,26,Content Polluter
617390783,10,292,30,Content Polluter
617392176,13,347,28,Content Polluter
617396030,20,299,27,Content Polluter
617396809,21,276,19,Content Polluter
617398277,16,299,28,Content Polluter
617400276,15,324,23,Content Polluter
617409472,17,336,32,Content Polluter
617410411,19,310,23,Content Polluter
617419878,12,305,31,Content Polluter
617429491,17,305,24,Content Polluter
617430051,14,348,25,Content Polluter
617437469,17,295,30,Content Polluter
617438377,22,286,34,Content Polluter
617445392,23,323,38,Content Polluter
617446883,25,323,37,Content Polluter
617447770,17,288,38,Content Polluter
617448956,23,517,54,Content Polluter
617450488,18,263,29,Content Polluter
617451689,16,326,44,Content Polluter
617452824,18,305,22,Content Polluter
617453394,18,303,26,Content Polluter
617455882,18,324,29,Content Polluter
617456450,21,313,36,Content Polluter
617458994,15,294,35,Content Polluter
617461581,25,318,28,Content Polluter
617462256,16,336,39,Content Polluter
617467087,17,323,44,Content Polluter
617469944,32,265,24,Content Polluter
617471280,18,301,27,Content Polluter
617473160,18,314,35,Content Polluter
617477009,17,322,31,Content Polluter
617486653,14,305,26,Content Polluter
617487586,15,321,30,Content Polluter
617490522,20,309,29,Content Polluter
617492364,16,306,35,Content Polluter
617494611,9,298,33,Content Polluter
617506290,24,657,54,Content Polluter
617508178,20,308,23,Content Polluter
617510269,18,317,20,Content Polluter
617524589,13,332,28,Content Polluter
617534754,16,323,33,Content Polluter
617538588,11,306,28,Content Polluter
617539440,23,461,58,Content Polluter
617541822,14,326,26,Content Polluter
617544722,32,326,32,Content Polluter
617547588,15,328,32,Content Polluter
617556297,16,288,21,Content Polluter
617556760,22,468,57,Content Polluter
617557216,17,326,33,Content Polluter
617557497,24,320,28,Content Polluter
617557720,15,321,35,Content Polluter
617560837,23,352,32,Content Polluter
617564443,22,351,32,Content Polluter
617572647,17,536,54,Content Polluter
617575079,10,306,16,Content Polluter
617578514,19,543,50,Content Polluter
617578990,16,292,29,Content Polluter
617584099,25,349,41,Content Polluter
617588987,16,338,31,Content Polluter
617590863,24,626,59,Content Polluter
617596453,18,330,36,Content Polluter
617596978,19,315,31,Content Polluter
617597399,14,316,28,Content Polluter
617602159,20,527,60,Content Polluter
617602292,18,286,36,Content Polluter
617605452,19,311,26,Content Polluter
617608341,19,494,61,Content Polluter
617617075,23,272,18,Content Polluter
617617449,15,280,30,Content Polluter
617617831,14,260,22,Content Polluter
617618173,13,273,26,Content Polluter
617620704,18,309,29,Content Polluter
617622359,23,624,55,Content Polluter
617627840,48,481,58,Content Polluter
617629294,31,536,54,Content Polluter
617629634,16,325,28,Content Polluter
617630300,15,323,23,Content Polluter
617632957,21,326,32,Content Polluter
617633344,18,310,35,Content Polluter
617638457,9,334,20,Content Polluter
617639339,26,500,54,Content Polluter
617641534,0,2,36,Content Polluter
617647029,25,533,52,Content Polluter
617647398,22,270,30,Content Polluter
617662277,23,342,34,Content Polluter
617668598,11,294,20,Content Polluter
617670195,26,302,34,Content Polluter
617677309,21,316,34,Content Polluter
617678355,18,685,50,Content Polluter
617679199,11,302,26,Content Polluter
617679830,18,365,35,Content Polluter
617680640,23,306,29,Content Polluter
617684430,15,268,16,Content Polluter
617688070,28,535,63,Content Polluter
617689102,15,284,26,Content Polluter
617690311,20,280,34,Content Polluter
617692004,12,317,37,Content Polluter
617694691,20,332,41,Content Polluter
617695084,24,294,27,Content Polluter
617695825,14,319,34,Content Polluter
617696176,10,297,23,Content Polluter
617697354,16,318,27,Content Polluter
617706549,18,267,21,Content Polluter
617710286,17,313,35,Content Polluter
617712875,18,325,29,Content Polluter
617715995,9,264,30,Content Polluter
617716439,24,336,33,Content Polluter
617718785,14,302,25,Content Polluter
617721248,13,327,31,Content Polluter
617721359,23,310,37,Content Polluter
617727291,17,308,32,Content Polluter
617732455,11,345,33,Content Polluter
617733045,18,266,33,Content Polluter
617733611,16,275,34,Content Polluter
617733670,20,313,25,Content Polluter
617736616,13,320,38,Content Polluter
617736822,17,262,22,Content Polluter
617739091,17,304,20,Content Polluter
617739493,12,269,23,Content Polluter
617742720,16,328,47,Content Polluter
617745271,16,289,19,Content Polluter
617746912,22,668,67,Content Polluter
617747498,18,308,25,Content Polluter
617748382,20,326,37,Content Polluter
617751431,16,315,31,Content Polluter
617758666,14,293,32,Content Polluter
617758824,20,287,32,Content Polluter
617763402,21,514,54,Content Polluter
617764330,13,282,26,Content Polluter
617766838,15,274,25,Content Polluter
617767432,14,307,31,Content Polluter
617772457,18,297,28,Content Polluter
617778071,25,269,28,Content Polluter
617779102,17,303,21,Content Polluter
617784376,15,319,20,Content Polluter
617785240,12,272,24,Content Polluter
617788541,18,284,23,Content Polluter
617790932,18,277,20,Content Polluter
617796849,15,308,26,Content Polluter
617801213,20,313,30,Content Polluter
617806373,19,267,31,Content Polluter
617808561,19,319,23,Content Polluter
617813940,13,341,33,Content Polluter
617817961,19,228,29,Content Polluter
617818221,21,289,32,Content Polluter
617821434,21,284,17,Content Polluter
617821602,15,317,31,Content Polluter
617824218,16,299,23,Content Polluter
617824831,16,293,30,Content Polluter
617825921,19,298,29,Content Polluter
617828146,14,289,27,Content Polluter
617829994,23,288,23,Content Polluter
617830441,19,280,26,Content Polluter
617831099,10,281,34,Content Polluter
617831397,12,314,22,Content Polluter
617836708,21,255,35,Content Polluter
617837077,17,295,23,Content Polluter
617840952,10,266,33,Content Polluter
617843808,16,305,40,Content Polluter
617852382,12,307,35,Content Polluter
617859807,14,263,23,Content Polluter
617859996,14,285,27,Content Polluter
617863521,16,302,26,Content Polluter
617867481,17,267,32,Content Polluter
617882454,18,267,25,Content Polluter
617888487,22,279,28,Content Polluter
617898741,15,270,29,Content Polluter
617916495,18,267,24,Content Polluter
618134374,15,301,24,Content Polluter
618136325,15,276,32,Content Polluter
618145336,8,259,31,Content Polluter
618153400,6,245,29,Content Polluter
618167879,20,288,28,Content Polluter
618186707,16,277,39,Content Polluter
618195959,13,262,26,Content Polluter
618205912,12,307,24,Content Polluter
618208393,16,303,20,Content Polluter
618211732,12,278,26,Content Polluter
618211955,18,270,31,Content Polluter
618215489,24,270,25,Content Polluter
618220272,12,288,26,Content Polluter
618223383,16,262,29,Content Polluter
618229129,7,241,29,Content Polluter
618239464,23,307,29,Content Polluter
618249107,12,272,20,Content Polluter
618249287,19,272,27,Content Polluter
618262473,16,273,30,Content Polluter
618273875,17,288,24,Content Polluter
618277797,22,260,24,Content Polluter
618278395,11,280,25,Content Polluter
618326816,16,299,27,Content Polluter
618348025,21,279,22,Content Polluter
618349118,17,287,23,Content Polluter
618350688,17,316,24,Content Polluter
618372072,15,274,34,Content Polluter
618372217,17,283,29,Content Polluter
618393696,20,295,31,Content Polluter
618404984,18,320,27,Content Polluter
618415967,13,294,16,Content Polluter
618422144,23,263,17,Content Polluter
618438937,15,316,31,Content Polluter
618460019,16,288,28,Content Polluter
618461223,12,290,31,Content Polluter
618469145,16,302,35,Content Polluter
618479530,19,313,29,Content Polluter
618493837,22,274,22,Content Polluter
618499240,18,272,27,Content Polluter
618500176,20,276,17,Content Polluter
618505565,18,301,36,Content Polluter
618514755,16,314,23,Content Polluter
618529778,22,278,29,Content Polluter
618532500,15,289,25,Content Polluter
618549078,16,331,28,Content Polluter
618565558,11,293,29,Content Polluter
618575022,14,303,36,Content Polluter
618595696,12,308,32,Content Polluter
618615426,13,287,31,Content Polluter
618622204,12,298,44,Content Polluter
618641697,11,307,27,Content Polluter
618689737,10,306,24,Content Polluter
618739511,13,283,24,Content Polluter
618752804,16,637,63,Content Polluter
618758991,11,282,20,Content Polluter
618803772,17,569,55,Content Polluter
618844802,14,285,32,Content Polluter
618853944,20,288,31,Content Polluter
618886449,27,681,67,Content Polluter
618887115,18,264,30,Content Polluter
618891870,11,289,20,Content Polluter
618928185,21,635,60,Content Polluter
618945206,16,308,30,Content Polluter
618945271,22,280,24,Content Polluter
618949013,21,649,61,Content Polluter
618981957,12,283,27,Content Polluter
618982638,18,271,24,Content Polluter
618985700,30,614,56,Content Polluter
618997000,21,277,20,Content Polluter
619018390,9,287,32,Content Polluter
619020183,15,294,27,Content Polluter
619048475,25,577,57,Content Polluter
619080462,20,289,27,Content Polluter
619085463,20,332,38,Content Polluter
619118183,22,266,25,Content Polluter
619165723,18,244,22,Content Polluter
619187098,21,259,26,Content Polluter
619219990,18,549,37,Content Polluter
619225021,15,270,28,Content Polluter
619231739,13,273,29,Content Polluter
619235948,8,291,32,Content Polluter
619249498,12,295,28,Content Polluter
619266193,16,280,26,Content Polluter
619271078,21,291,33,Content Polluter
619305569,25,262,30,Content Polluter
619308922,13,256,20,Content Polluter
619324942,18,319,25,Content Polluter
619338696,18,286,35,Content Polluter
619348972,17,281,29,Content Polluter
619363108,20,282,17,Content Polluter
619369704,25,250,25,Content Polluter
619387779,17,278,26,Content Polluter
619406337,14,283,38,Content Polluter
619411152,17,276,30,Content Polluter
619418083,14,249,28,Content Polluter
619418971,15,296,20,Content Polluter
619422439,17,273,24,Content Polluter
619441415,13,282,28,Content Polluter
619441439,9,308,32,Content Polluter
619445404,14,281,28,Content Polluter
619448053,18,280,29,Content Polluter
619456829,10,237,26,Content Polluter
619463113,16,266,28,Content Polluter
619466144,16,255,27,Content Polluter
619468845,21,253,23,Content Polluter
619472899,13,326,25,Content Polluter
619512380,19,303,29,Content Polluter
619513437,21,269,26,Content Polluter
619522365,19,302,25,Content Polluter
619525029,12,294,24,Content Polluter
619542769,11,262,38,Content Polluter
619552741,19,257,20,Content Polluter
619563674,21,270,35,Content Polluter
619564441,18,247,30,Content Polluter
619583763,22,258,22,Content Polluter
619586346,11,258,30,Content Polluter
619588265,13,276,28,Content Polluter
619598059,18,276,18,Content Polluter
619613905,21,274,25,Content Polluter
619650419,16,278,26,Content Polluter
619653817,17,311,27,Content Polluter
619664425,26,276,24,Content Polluter
619668267,16,264,32,Content Polluter
619683215,17,270,25,Content Polluter
619702965,14,249,28,Content Polluter
619723557,15,267,25,Content Polluter
619727032,14,269,25,Content Polluter
619735156,14,284,29,Content Polluter
619784136,9,299,26,Content Polluter
619792617,25,306,27,Content Polluter
619810380,15,274,26,Content Polluter
619839626,13,251,22,Content Polluter
619871782,13,275,35,Content Polluter
619912196,13,263,19,Content Polluter
619917749,13,260,22,Content Polluter
619976364,13,247,28,Content Polluter
620060059,22,319,33,Content Polluter
620111964,21,294,37,Content Polluter
620112188,13,306,29,Content Polluter
620137618,12,236,38,Content Polluter
620156433,20,250,24,Content Polluter
620175784,10,263,23,Content Polluter
620220804,14,280,29,Content Polluter
620250979,20,290,37,Content Polluter
620258805,15,261,31,Content Polluter
620259574,12,245,24,Content Polluter
620320700,9,264,24,Content Polluter
620332636,14,296,32,Content Polluter
620350001,20,263,25,Content Polluter
620419987,14,285,27,Content Polluter
620421877,19,243,20,Content Polluter
620466927,21,267,20,Content Polluter
620474586,14,254,20,Content Polluter
620475728,13,290,36,Content Polluter
620515439,15,285,28,Content Polluter
620518627,17,233,24,Content Polluter
620519953,13,280,29,Content Polluter
620525418,15,235,24,Content Polluter
620575386,12,255,18,Content Polluter
620598613,42,404,37,Content Polluter
620687869,18,264,33,Content Polluter
620696383,17,244,20,Content Polluter
620739715,12,239,29,Content Polluter
620753960,15,297,29,Content Polluter
620758404,12,254,20,Content Polluter
620765352,23,279,26,Content Polluter
620776121,18,250,31,Content Polluter
620777740,18,233,23,Content Polluter
620832986,23,272,40,Content Polluter
620840216,11,245,29,Content Polluter
620896239,22,275,27,Content Polluter
621265026,14,248,29,Content Polluter
621309649,16,297,37,Content Polluter
621316184,21,254,23,Content Polluter
621325296,11,230,26,Content Polluter
621364003,15,264,30,Content Polluter
621377933,22,302,38,Content Polluter
621412482,20,239,28,Content Polluter
621412525,21,281,26,Content Polluter
621414410,13,275,27,Content Polluter
621427868,16,251,32,Content Polluter
621502353,13,274,30,Content Polluter
621554804,20,259,31,Content Polluter
621555892,18,291,29,Content Polluter
621576164,25,522,56,Content Polluter
621705147,15,252,36,Content Polluter
621733211,21,273,13,Content Polluter
621834892,11,253,22,Content Polluter
621874598,12,307,26,Content Polluter
621960147,22,303,30,Content Polluter
621962667,20,280,34,Content Polluter
622073942,17,281,28,Content Polluter
622104551,14,265,30,Content Polluter
622111989,20,259,17,Content Polluter
622255721,15,271,30,Content Polluter
622286034,11,275,29,Content Polluter
622304985,13,299,53,Content Polluter
622329814,16,294,35,Content Polluter
622357843,16,290,36,Content Polluter
622366249,12,301,35,Content Polluter
622375535,13,238,26,Content Polluter
622493112,12,286,32,Content Polluter
622524146,17,252,29,Content Polluter
622545293,12,260,34,Content Polluter
622572415,16,284,40,Content Polluter
622589126,25,272,28,Content Polluter
622736222,17,278,26,Content Polluter
622793906,7,296,27,Content Polluter
622856954,20,300,37,Content Polluter
622865278,23,284,32,Content Polluter
622866052,42,435,61,Content Polluter
622928583,17,300,32,Content Polluter
623013588,13,275,19,Content Polluter
623145487,10,259,24,Content Polluter
623495065,12,290,37,Content Polluter
708519985,12,252,22,Content Polluter
708529440,10,237,14,Content Polluter
708650725,13,237,34,Content Polluter
708666768,15,216,22,Content Polluter
708676321,14,251,34,Content Polluter
708730298,14,251,21,Content Polluter
708732794,11,241,22,Content Polluter
708947054,7,221,29,Content Polluter
709010197,12,242,35,Content Polluter
709026824,11,272,30,Content Polluter
709094335,9,237,33,Content Polluter
709158032,7,263,22,Content Polluter
709268803,12,201,31,Content Polluter
709338218,17,215,26,Content Polluter
709392979,8,233,31,Content Polluter
709542337,19,224,28,Content Polluter
709547976,15,256,32,Content Polluter
709554859,8,240,28,Content Polluter
709713920,11,207,20,Content Polluter
710092674,12,224,30,Content Polluter
710176700,5,190,14,Content Polluter
710386668,7,205,28,Content Polluter
710457199,14,265,19,Content Polluter
710501431,9,197,29,Content Polluter
710621238,16,268,24,Content Polluter
710814337,11,244,22,Content Polluter
710998206,14,204,24,Content Polluter
711055747,11,242,31,Content Polluter
711073873,18,219,26,Content Polluter
711117829,11,218,26,Content Polluter
711397128,16,227,37,Content Polluter
711459554,8,232,26,Content Polluter
711678624,16,214,24,Content Polluter
712314872,12,228,19,Content Polluter
712317120,8,203,25,Content Polluter
712468867,13,221,35,Content Polluter
712628232,7,201,18,Content Polluter
713127517,8,210,25,Content Polluter
713380862,6,204,17,Content Polluter
713491500,14,202,27,Content Polluter
713886110,11,228,34,Content Polluter
714583566,12,210,23,Content Polluter
715004359,16,216,19,Content Polluter
716053231,8,222,25,Content Polluter
716289278,9,224,28,Content Polluter
716446483,12,214,23,Content Polluter
716451656,8,219,27,Content Polluter
716465820,11,228,30,Content Polluter
716470938,14,201,20,Content Polluter
716473104,15,236,21,Content Polluter
716647831,11,253,32,Content Polluter
716723184,12,211,21,Content Polluter
716803351,13,204,27,Content Polluter
771657486,7,210,21,Content Polluter
773903504,11,203,26,Content Polluter
1204959372,0,37,2,Content Polluter
1204965055,0,34,1,Content Polluter
1205018334,1,23,4,Content Polluter
1205024066,0,35,3,Content Polluter
1205050022,1,22,3,Content Polluter
1205078954,2,44,3,Content Polluter
1205093317,1,32,4,Content Polluter
1205108125,1,33,3,Content Polluter
1207752978,1,30,2,Content Polluter
1207753332,2,29,3,Content Polluter
1207835467,0,37,4,Content Polluter
1207857181,2,42,3,Content Polluter
1207879530,2,24,3,Content Polluter
1207900272,2,26,2,Content Polluter
1208020117,1,22,3,Content Polluter
1208024365,0,36,2,Content Polluter
1208037522,0,40,2,Content Polluter
1208089177,3,46,3,Content Polluter
1208100925,0,32,0,Content Polluter
1208102538,1,33,1,Content Polluter
1208119178,1,27,3,Content Polluter
1208193505,1,32,1,Content Polluter
1208221152,0,21,2,Content Polluter
1208229229,2,43,4,Content Polluter
1208259276,1,24,2,Content Polluter
1208281129,1,42,3,Content Polluter
1208295348,0,39,2,Content Polluter
